222,0,0.6,1.5,1.5,0.6,Wags tail, sits imperfectly.
223,1.5,0.6,1.1,2.6,0.6,Wags tail and sits!
224,2.6,0.6,0.4,3,0.6,wagging tail
225,3,0.6,0.44,3.44,0.6,Happy to learn!
226,3.44,0.6,0.75,4.19,0.6,pants
227,4.19,0.6,0.75,4.94,0.6,Happy wag!
228,4.94,0.6,0.5,5.44,0.6,wagging tail
229,5.44,0.6,1,6.44,0.6,Tail wags, focusing on the treat.
230,6.44,0.6,0.9,7.34,0.6,Wags tail and pants happily.
231,7.34,0.6,1.1,8.44,0.6,Happy wags and attentive posture.
232,8.44,0.6,1.044,9.483999,0.6,tail wags
233,9.483999,0.6,1.29,10.774,0.6,Happy wagging!
234,10.774,0.6,1.3,12.074,0.6,wagging tail
235,12.074,0.6,1.2,13.274,0.6,wagging tail
236,13.274,0.6,1.65,14.924,0.6,Happy tail wags as I successfully sit!
237,14.924,0.6,1.724,16.648,0.6,Wags tail, sits happily.
238,16.648,0.6,1.4344,18.0824,0.6,wagging tail
239,18.0824,0.6,1.860001,19.9424,0.6,Tail wags faster, attempting to sit quicker.
240,19.9424,0.6,1.425,21.3674,0.6,Excitedly wags tail and sits!
241,21.3674,0.6,1.5,22.8674,0.6,Excitedly wags tail and sits attentively, eager to please.
242,22.8674,0.6,1.57,24.4374,0.6,wagging tail
243,24.4374,0.6,1.1,25.5374,0.6,wagging tail
244,25.5374,0.6,1.65,27.1874,0.6,wagging tail
245,27.1874,0.6,1.5,28.6874,0.6,Happy wags!
246,28.6874,0.6,1.5,30.1874,0.6,Happy wag!
247,30.1874,0.6,3.02,33.2074,0.6,Eagerly wags tail, sits attentively!
248,33.2074,0.6,1.74,34.9474,0.6,Tail wags, focuses intently, and quickly sits each time.
249,34.9474,0.6,1.87,36.8174,0.6,happy tail wags
250,36.8174,0.6,1.42,38.2374,0.6,Happy wags and attentive gaze. Eager to please!
251,38.2374,0.6,2.7,40.9374,0.6,wagging tail
252,40.9374,0.6,1.55,42.4874,0.6,Wags tail and sits attentively.
253,42.4874,0.6,1.6,44.08739,0.6,Wags tail and sits attentively.
254,44.08739,0.6,1.2,45.2874,0.6,Wags tail and sits attentively.
255,45.2874,0.6,1.14,46.42739,0.6,wagging tail
256,46.42739,0.6,1.41,47.83739,0.6,Tail wags, happy panting, focuses on the treat hand, and quickly sits upon command.
257,47.83739,0.6,1.24,49.0774,0.6,wagging tail
258,49.0774,0.6,1.2,50.2774,0.6,wagging tail
259,50.2774,0.6,2.1,52.3774,0.6,Tail wags and sits happily!
260,52.3774,0.6,1.6,53.97739,0.6,Wags tail and sits!
261,53.97739,0.6,1.6,55.57739,0.6,wagging tail
262,55.57739,0.6,1.3,56.87739,0.6,Tail wags faster, ears perk up.
263,56.87739,0.6,1.35,58.22739,0.6,wagging tail
264,58.22739,0.6,1,59.22739,0.6,wagging tail
265,59.22739,0.6,1.971486,61.19888,0.6,Wags tail and sits attentively, eager to please.
266,61.19888,0.6,1.35,62.54887,0.6,wagging tail
267,62.54887,0.6,1.824552,64.37343,0.6,wag tail
268,64.37343,0.6,0.8,65.17343,0.6,wagging tail
269,65.17343,0.6,1.32,66.49343,0.6,Happy tail wags while attempting to sit.
270,66.49343,0.6,1.2,67.69343,0.6,wagging tail
271,67.69343,0.6,1.5,69.19343,0.6,wagging tail
272,69.19343,0.6,2.25,71.44343,0.6,wagging tail
274,71.44343,0.6,0.9,72.34343,0.6,Happy tail wags as I understand 'Sit' better!
275,72.34343,0.6,1.921147,74.26458,0.6,wag tail
276,74.26458,0.6,1.3,75.56458,0.6,Happy wag! Tail wags faster as I almost nail the 'Sit' command!
277,75.56458,0.6,0.9,76.46458,0.6,Happy wagging tail! I think I'm getting the hang of this 'Sit' thing!
278,76.46458,0.6,0.81,77.27458,0.6,Happy tail wags as I sit!
279,77.27458,0.6,0.7,77.97458,0.6,wagging tail
280,77.97458,0.6,0.54,78.51458,0.6,wagging tail
281,78.51458,0.6,1.2,79.71458,0.6,wagging tail
282,79.71458,0.6,0.95,80.66457,0.6,wagging tail
283,80.66457,0.6,0.6,81.26457,0.6,wagging tail
284,81.26457,0.6,0.25,81.51457,0.6,eager
285,81.51457,0.6,0.38,81.89457,0.6,Excitedly wags tail, panting slightly.
286,81.89457,0.6,0.65,82.54457,0.6,wagging tail
287,82.54457,0.6,0.6928558,83.23743,0.6,eager
288,83.23743,0.6,0.32,83.55743,0.6,wag tail
289,83.55743,0.6,0.5,84.05743,0.6,wagging tail
290,84.05743,0.6,0.36,84.41743,0.6,Happy tail wags as I almost nail the sit!
291,84.41743,0.6,0.5,84.91743,0.6,Tail wags, sits almost instantly!
292,84.91743,0.6,0.475,85.39243,0.6,Happy wag! Tail wags faster, but slightly slower response to commands.
293,85.39243,0.6,0.7,86.09242,0.6,wagging tail
294,86.09242,0.6,0.23,86.32243,0.6,wagging tail
295,86.32243,0.6,0.1955,86.51793,0.6,tail wags
296,86.51793,0.6,0.55,87.06793,0.6,Happy wag!
297,87.06793,0.6,0.3,87.36794,0.6,wagging tail
299,87.36794,0.6,0.192,87.55994,0.6,wagging tail
300,87.55994,0.6,0.7,88.25993,0.6,tail wags
302,88.25993,0.6,0.29,88.54993,0.6,wagging tail
303,88.54993,0.6,0.74,89.28993,0.6,wagging tail
304,89.28993,0.6,0.21,89.49993,0.6,Happy wagging tail.
305,89.49993,0.6,0.35,89.84993,0.6,Happy wagging tail, but a bit slower.
306,89.84993,0.6,0.5825,90.43243,0.6,Wags tail, sits!
307,90.43243,0.6,0.08571,90.51814,0.6,Eager to please, but slightly slower due to high proficiency.
308,90.51814,0.6,0.2141943,90.73233,0.6,Eagerly sits, though a bit slower now.
309,90.73233,0.6,0.3,91.03233,0.6,Wags tail, sits almost perfectly.
311,91.03233,0.6,0.2,91.23233,0.6,wagging tail
312,91.23233,0.6,0.1,91.33233,0.6,wagging tail
313,91.33233,0.6,0.12,91.45233,0.6,wagging tail
314,91.45233,0.6,0.068873,91.5212,0.6,Eager to please, but a little less energetic now.
315,91.5212,0.6,0.12372,91.64492,0.6,Happy, panting
316,91.64492,0.6,0.6421041,92.28703,0.6,Happy tail wags, sits and wags tail.
317,92.28703,0.6,0.06726409,92.35429,0.6,eagerly obeys, but a little slower
319,92.35429,0.6,0.1,92.45428,0.6,Happy tail wags as I almost nail the sit!
320,92.45428,0.6,0.1,92.55428,0.6,wagging tail
321,92.55428,0.6,0.1,92.65428,0.6,eager
